"topic","term","beta"
5,"allegation",1.1494982533796e-06
6,"allegation",4.41232272009583e-07
7,"allegation",6.81959240788724e-09
8,"allegation",4.05771768822082e-08
9,"allegation",1.19056824147694e-07
10,"allegation",5.27298400813556e-08
11,"allegation",6.0002446485212e-09
12,"allegation",3.87716198654974e-08
13,"allegation",7.36178876193789e-08
14,"allegation",9.33885196996869e-07
15,"allegation",2.5690878170619e-08
16,"allegation",3.5044319399221e-09
17,"allegation",1.16853214291952e-08
18,"allegation",1.27538180302006e-07
19,"allegation",7.59263158397038e-09
20,"allegation",1.57876961761167e-09
21,"allegation",1.49464061008155e-07
22,"allegation",2.84500331651464e-08
23,"allegation",9.52640844855482e-10
24,"allegation",2.20139979841535e-08
25,"allegation",3.11781343488788e-10
26,"allegation",3.75328224567507e-09
27,"allegation",0.0192327691114987
28,"allegation",1.42585974294281e-08
29,"allegation",1.48163419000571e-06
30,"allegation",7.57764663356699e-08
1,"america",1.50430466558758e-06
2,"america",0.0406441682674569
3,"america",0.000122904311919912
4,"america",0.00385535056280603
5,"america",0.000325210147672303
6,"america",0.00255162218320011
7,"america",0.00113010018721165
8,"america",0.00302010284891531
9,"america",0.00653964509814909
10,"america",0.000733520706685359
11,"america",0.000492450310817834
12,"america",3.61601763394175e-05
13,"america",0.00135601206540121
14,"america",0.00271231440133047
15,"america",0.00263393516394076
16,"america",0.00223402908411081
17,"america",0.00070727279145888
18,"america",0.0010794891412506
19,"america",0.00431780192168384
20,"america",0.000683406458636315
21,"america",0.000206499277831002
22,"america",0.00658041688078835
23,"america",0.00333239485415663
24,"america",0.00346684612669715
25,"america",0.00470034741113718
26,"america",0.000236877129092545
27,"america",0.00536286019000593
28,"america",0.00077606835547387
29,"america",7.34598416478715e-05
30,"america",0.000269874749141545
1,"american",0.000912557559368931
2,"american",0.0034523931307315
3,"american",0.000579497105952574
4,"american",0.0614483967103425
5,"american",0.00329353232588194
6,"american",0.101855038731658
7,"american",0.00380263225686219
8,"american",0.000467770716250553
9,"american",0.00347516297267073
10,"american",0.00572847891679453
11,"american",0.00377591452158572
12,"american",0.00459609960629861
13,"american",0.0147614494846845
14,"american",0.0441411367527788
15,"american",0.00232045654588698
16,"american",0.00174485444666186
17,"american",0.00864581726510277
18,"american",0.00810950701643913
19,"american",0.00462833377558662
20,"american",0.00501806599700761
21,"american",0.00332403959825604
22,"american",0.0317850824194357
23,"american",0.0281233108147781
24,"american",0.0059617046792532
25,"american",0.0023798040799918
26,"american",0.000851853151010219
27,"american",0.00514899987061049
28,"american",0.00195802478966833
29,"american",0.000652045747084494
30,"american",0.00873846143953847
1,"amnesty",1.11519298586783e-11
2,"amnesty",2.60424194785519e-11
3,"amnesty",1.45788805003186e-11
4,"amnesty",2.24029350094436e-11
5,"amnesty",7.5119269937127e-12
6,"amnesty",5.32934272885393e-12
7,"amnesty",1.54943126855136e-11
8,"amnesty",2.09883101789221e-11
9,"amnesty",1.96644720836661e-12
10,"amnesty",6.22176315841586e-12
11,"amnesty",1.75161034446513e-13
12,"amnesty",9.22616436196491e-12
13,"amnesty",6.44464420333541e-08
14,"amnesty",9.3174835723892e-11
15,"amnesty",2.2061509688179e-11
16,"amnesty",1.89131826152959e-11
17,"amnesty",3.8991688130144e-12
18,"amnesty",1.12779399667067e-11
19,"amnesty",8.8392260866105e-12
20,"amnesty",2.57406243031685e-11
21,"amnesty",2.05957546850172e-11
22,"amnesty",8.74898321216028e-12
23,"amnesty",4.87236314407415e-11
24,"amnesty",4.93602981147469e-11
25,"amnesty",0.00288864278771602
26,"amnesty",9.10008035984192e-13
27,"amnesty",1.208669965092e-11
28,"amnesty",6.04075623229283e-13
29,"amnesty",7.93044145684488e-12
30,"amnesty",2.84199039920047e-11
1,"amtrak",6.69767609540071e-07
2,"amtrak",1.38029722709413e-05
3,"amtrak",1.34898061748089e-05
4,"amtrak",4.22744042370771e-05
5,"amtrak",7.29687511137883e-07
6,"amtrak",6.96792938792625e-06
7,"amtrak",7.01525275754125e-07
8,"amtrak",6.18800533592687e-07
9,"amtrak",9.55452557806495e-06
10,"amtrak",5.05946405159995e-06
11,"amtrak",2.14790577050015e-08
12,"amtrak",1.132754255956e-06
13,"amtrak",9.05450397010768e-07
14,"amtrak",2.51383629460021e-06
15,"amtrak",3.67417803337669e-07
16,"amtrak",1.38570841360483e-06
17,"amtrak",1.15571145698568e-05
18,"amtrak",5.78777429182685e-07
19,"amtrak",9.94873953979914e-06
20,"amtrak",2.60503608150273e-06
21,"amtrak",1.72609795897347e-05
22,"amtrak",1.06067197812031e-06
23,"amtrak",0.000935833175160086
24,"amtrak",0.00356584108341335
25,"amtrak",8.60172223168607e-08
26,"amtrak",3.93107106149607e-07
27,"amtrak",8.51582923092591e-06
28,"amtrak",1.28093324005045e-07
29,"amtrak",6.32259237628158e-07
30,"amtrak",2.84979116603503e-05
1,"amy",3.81121515944016e-17
2,"amy",5.31619762226761e-18
3,"amy",7.83196998472818e-17
4,"amy",4.51416172358624e-16
5,"amy",0.00100762107127317
6,"amy",6.05807142526835e-18
7,"amy",2.44193852271931e-17
8,"amy",1.02507987861236e-16
9,"amy",1.66344376747689e-15
10,"amy",5.94119904129506e-17
11,"amy",1.28993325298126e-17
12,"amy",1.41174005901912e-15
13,"amy",9.42934970962815e-17
14,"amy",3.31176725403287e-16
15,"amy",3.8924997886936e-17
16,"amy",4.21893517874866e-16
17,"amy",4.19265086536668e-17
18,"amy",1.2237906308356e-17
19,"amy",4.5388145940099e-17
20,"amy",4.14395911499652e-17
21,"amy",8.21638722256194e-17
22,"amy",9.42682744527315e-18
23,"amy",3.11574949228471e-17
24,"amy",4.84424497719209e-18
25,"amy",2.8528502679416e-14
26,"amy",7.94444327603325e-18
27,"amy",1.33105975749628e-11
28,"amy",3.64247243631392e-15
29,"amy",9.88827382408106e-17
30,"amy",2.80212776970684e-16
1,"andrea",6.8781379819594e-05
2,"andrea",0.000187580929761094
3,"andrea",5.17139532426186e-05
4,"andrea",0.000201482212674369
5,"andrea",0.000102050756230537
6,"andrea",0.000407890148477673
7,"andrea",4.88734743357174e-06
8,"andrea",2.18877459355337e-05
9,"andrea",0.000122872057802566
10,"andrea",6.99194557053571e-05
11,"andrea",1.014350246388e-05
12,"andrea",3.17274847496055e-05
13,"andrea",2.18544447862705e-05
14,"andrea",5.6995707422614e-05
15,"andrea",2.50514869468703e-05
16,"andrea",5.9355403862286e-05
17,"andrea",4.11392030089419e-06
18,"andrea",6.19140818227892e-05
19,"andrea",0.000138756974214397
20,"andrea",1.20525157882731e-05
21,"andrea",1.98200575455687e-06
22,"andrea",9.26446691706585e-05
23,"andrea",5.81454361570459e-06
24,"andrea",9.45827210478076e-06
25,"andrea",1.4449666261866e-06
26,"andrea",0.000242696212286606
27,"andrea",4.4245138980138e-05
28,"andrea",0.000251067161077817
29,"andrea",2.63856598525314e-05
30,"andrea",1.95285682081986e-06
1,"anger",3.1541474197617e-05
2,"anger",0.000124181968630307
3,"anger",0.00014441914459003
4,"anger",6.61980684267645e-05
5,"anger",2.20113962147336e-05
6,"anger",2.09420009423075e-05
7,"anger",0.000860286632561287
8,"anger",5.73560743814028e-06
9,"anger",5.87854371543159e-05
10,"anger",1.59775846951872e-05
11,"anger",3.15717435280681e-05
12,"anger",0.000284478524010865
13,"anger",3.55220838461828e-05
14,"anger",0.000509715966178102
15,"anger",9.17843965113838e-06
16,"anger",1.16266233033549e-05
17,"anger",3.67934234741703e-05
18,"anger",7.30891611016159e-05
19,"anger",8.19297016301851e-06
20,"anger",6.01332196058801e-05
21,"anger",2.77670895601942e-06
22,"anger",9.86196756954135e-06
23,"anger",6.06255697188079e-05
24,"anger",6.39538924284945e-06
25,"anger",1.13810337004035e-06
26,"anger",9.1964958185272e-07
27,"anger",6.85290831325982e-05
28,"anger",0.000415593446708607
29,"anger",1.01786026511393e-05
30,"anger",3.23622443590991e-05
1,"angry",3.23967646263424e-06
2,"angry",5.27277517133263e-05
3,"angry",5.42437015153461e-06
4,"angry",7.34871612572501e-07
5,"angry",5.50373249094795e-05
6,"angry",1.03409683005173e-05
7,"angry",8.70990738255574e-05
8,"angry",6.36086014845162e-06
9,"angry",1.57724951442037e-05
10,"angry",3.41697341737188e-05
11,"angry",0.00017315974833922
12,"angry",1.48562128611688e-05
13,"angry",4.61953412191325e-06
14,"angry",0.000202345808105398
15,"angry",5.95079938330507e-06
16,"angry",7.42852476589789e-06
17,"angry",6.41502740643629e-05
18,"angry",1.42088359074793e-07
19,"angry",2.82686634858628e-05
20,"angry",3.74778261954989e-06
21,"angry",1.40974157598399e-05
22,"angry",0.000182490168614316
23,"angry",0.000173413485891343
24,"angry",7.90798849311908e-07
25,"angry",2.00425929734491e-07
26,"angry",2.33927601336714e-07
27,"angry",3.91668554244242e-05
28,"angry",0.0101415337076785
29,"angry",8.34438434811935e-06
30,"angry",3.24694742097467e-05
1,"ann",5.18854218735633e-07
2,"ann",1.36553006789804e-06
3,"ann",1.5221542422462e-06
4,"ann",4.07334205732315e-07
5,"ann",0.00531999359083577
6,"ann",1.0824826746987e-06
7,"ann",7.69948634733884e-07
8,"ann",6.92535588919469e-07
9,"ann",1.2567941783787e-07
10,"ann",2.84007169083761e-06
11,"ann",3.96986788288004e-08
12,"ann",5.74250036877359e-07
13,"ann",1.47231440745751e-07
14,"ann",9.76731348539973e-07
15,"ann",1.41636497375539e-06
16,"ann",4.99552728927537e-07
17,"ann",3.36875698827496e-07
18,"ann",2.57772148787053e-07
19,"ann",1.96331834033872e-07
20,"ann",1.33436347634912e-07
21,"ann",6.47147701048411e-06
22,"ann",2.5035390454276e-05
23,"ann",8.26450072778684e-08
24,"ann",3.0675429822329e-07
25,"ann",1.99382627643682e-09
26,"ann",5.42282381362987e-08
27,"ann",5.79158993299877e-07
28,"ann",1.84647992691049e-06
29,"ann",5.07901251616542e-07
30,"ann",5.35127337683994e-06
1,"answer",0.000305387835127712
2,"answer",0.000152515008545271
3,"answer",0.000191678788093359
4,"answer",2.36339206105284e-05
5,"answer",0.000348645423784466
6,"answer",0.00017955111921448
7,"answer",0.0005762721640674
8,"answer",8.75000247839457e-05
9,"answer",0.00168856628745782
10,"answer",0.000214879813154171
11,"answer",1.07106946090619e-05
12,"answer",2.71998507182005e-06
13,"answer",4.48007108570871e-07
14,"answer",4.80436428636129e-05
15,"answer",0.000230073421516066
16,"answer",0.000385923326577559
17,"answer",3.01093307231614e-06
18,"answer",2.72521015078337e-05
19,"answer",0.000160732802450524
20,"answer",1.96485998490883e-06
21,"answer",0.00165677112585527
22,"answer",8.0972483474844e-05
23,"answer",0.000135895221545169
24,"answer",7.00779623974348e-05
25,"answer",3.95152027205385e-06
26,"answer",1.04315641620874e-05
27,"answer",0.00559095743747594
28,"answer",0.000118714301949766
29,"answer",6.41186834567045e-06
30,"answer",0.012661192531121
1,"anthem",9.82267223026359e-14
2,"anthem",1.09984542564498e-12
3,"anthem",2.04052531491503e-13
4,"anthem",1.27375035661724e-12
5,"anthem",2.77446727744105e-13
6,"anthem",1.0734702246611e-12
7,"anthem",7.61743486423792e-13
8,"anthem",8.09683482585572e-13
9,"anthem",1.35063127041234e-13
10,"anthem",6.45566825297568e-13
11,"anthem",4.09747799786206e-14
12,"anthem",4.09456666344782e-13
13,"anthem",4.5405339955094e-16
14,"anthem",3.59860141913434e-13
15,"anthem",0.00370639444927722
16,"anthem",1.51629571723369e-13
17,"anthem",2.97811627203474e-13
18,"anthem",1.56748916520775e-13
19,"anthem",2.00642960787697e-13
20,"anthem",1.50082905399543e-13
21,"anthem",3.20724278694542e-13
22,"anthem",2.0925334864081e-13
23,"anthem",3.0087294216636e-13
24,"anthem",4.04745562076952e-15
25,"anthem",1.25458851832661e-14
26,"anthem",4.13024560066666e-15
27,"anthem",3.9902674751396e-13
28,"anthem",2.31315334857733e-13
29,"anthem",4.54971277430267e-14
30,"anthem",2.38978377391338e-14
1,"apologize",1.10370286240939e-11
2,"apologize",2.5432749878249e-12
3,"apologize",3.13786201927218e-11
4,"apologize",2.45482000507032e-10
5,"apologize",5.93109641408915e-09
6,"apologize",9.75373188495078e-12
7,"apologize",1.58763973048755e-11
8,"apologize",3.7757668922202e-12
9,"apologize",6.40376173719685e-12
10,"apologize",2.56900763440909e-11
11,"apologize",9.43999738670245e-11
12,"apologize",1.3625168809094e-11
13,"apologize",6.28035162419638e-12
14,"apologize",3.60172749135959e-11
15,"apologize",0.00303249733672931
16,"apologize",2.96731504056432e-11
17,"apologize",4.39129650759215e-12
18,"apologize",9.22370650790479e-11
19,"apologize",1.17298176965794e-10
20,"apologize",1.43203804727255e-11
21,"apologize",2.12481123088774e-11
22,"apologize",7.88917545629706e-11
23,"apologize",9.91194229085692e-11
24,"apologize",8.64890253473742e-11
25,"apologize",2.27102948378585e-13
26,"apologize",3.66353896917256e-13
27,"apologize",1.54292064113144e-11
28,"apologize",1.53033545523737e-10
29,"apologize",6.66156737180299e-14
30,"apologize",4.90300543702925e-11
1,"arabia",4.25971703111077e-09
2,"arabia",2.83880776611222e-08
3,"arabia",6.8622985145848e-10
4,"arabia",1.56643567963637e-08
5,"arabia",2.62379326869499e-08
6,"arabia",0.0043669315853201
7,"arabia",9.65699842206295e-10
8,"arabia",1.10300268091691e-08
9,"arabia",1.11075798746969e-08
10,"arabia",3.45666492451846e-08
11,"arabia",2.50625840369642e-06
12,"arabia",4.8618359434318e-09
13,"arabia",5.65847822104113e-06
14,"arabia",1.27685059497386e-09
15,"arabia",7.8421631807452e-08
16,"arabia",2.40256956217182e-08
17,"arabia",3.51709349649281e-08
18,"arabia",5.84125308317376e-09
19,"arabia",9.34039960864677e-10
20,"arabia",2.27641262592035e-07
21,"arabia",6.86562461586286e-08
22,"arabia",3.2654850193133e-09
23,"arabia",1.89067550633688e-09
24,"arabia",2.89802512396597e-08
25,"arabia",4.44606272801782e-10
26,"arabia",2.68856030383196e-08
27,"arabia",2.26240154335096e-08
28,"arabia",7.15544849525555e-08
29,"arabia",3.1517945023495e-09
30,"arabia",1.64382452503002e-08
1,"arm",9.3954065968905e-06
2,"arm",2.00524404238752e-05
3,"arm",0.00010953446735963
4,"arm",8.03922844271694e-06
5,"arm",2.11550776005579e-05
6,"arm",8.97148914356492e-05
7,"arm",2.72029604475762e-05
8,"arm",4.34611489238051e-06
9,"arm",7.98366511118635e-06
10,"arm",1.71352967768977e-05
11,"arm",2.15847668531211e-05
12,"arm",3.08533458269611e-05
13,"arm",2.67729224875069e-05
14,"arm",4.26319894616452e-05
15,"arm",3.0256862782614e-05
16,"arm",5.11308699133138e-05
17,"arm",2.25434266895518e-05
18,"arm",0.00013957913188996
19,"arm",0.000288908409619629
20,"arm",2.56686311078074e-05
21,"arm",0.000152218733580488
22,"arm",2.35451856436067e-06
23,"arm",2.42626392409301e-05
24,"arm",3.00966110832863e-05
25,"arm",1.48794089449852e-06
26,"arm",6.81534115030162e-06
27,"arm",1.17330757856697e-05
28,"arm",1.77549179034653e-06
29,"arm",8.79971845043571e-05
30,"arm",2.91287213608052e-05
1,"arpaio",4.5266640787437e-09
2,"arpaio",0.0098109944768953
3,"arpaio",3.09458634714377e-09
4,"arpaio",2.83078082262878e-10
5,"arpaio",1.28330844775281e-10
6,"arpaio",5.60547940284363e-10
7,"arpaio",4.90889779881077e-10
8,"arpaio",4.38146279758e-08
9,"arpaio",5.67791339646674e-10
10,"arpaio",2.58429738179599e-10
11,"arpaio",2.71537203099614e-11
12,"arpaio",9.16280520716558e-11
13,"arpaio",5.86005385909464e-10
14,"arpaio",2.95065315939971e-10
15,"arpaio",6.65181772213368e-10
16,"arpaio",2.52328793833286e-09
17,"arpaio",3.30489919681847e-10
18,"arpaio",1.77176144272372e-11
19,"arpaio",1.37530276240455e-10
20,"arpaio",1.99097109951753e-10
21,"arpaio",3.57175365556471e-10
22,"arpaio",4.33414767156695e-12
23,"arpaio",5.52092465934146e-10
24,"arpaio",2.25480394617563e-10
25,"arpaio",2.87264093695434e-12
26,"arpaio",4.05142343476896e-11
27,"arpaio",1.83743529705916e-10
28,"arpaio",3.00331088474745e-10
29,"arpaio",1.89095976470691e-10
30,"arpaio",7.6050513866506e-10
1,"article",8.28675871252732e-11
2,"article",5.24186397220318e-10
3,"article",1.03164991684385e-09
4,"article",1.25957562469416e-09
5,"article",9.7167443479659e-10
6,"article",7.4747523221011e-10
7,"article",1.18028146048236e-10
8,"article",1.54555255152642e-09
9,"article",1.59789834082573e-09
10,"article",1.71104842646607e-11
11,"article",1.88749820177987e-09
12,"article",2.05203074450135e-10
13,"article",9.0637100439326e-11
14,"article",5.28032607456916e-10
15,"article",9.62862454341696e-11
16,"article",3.44855582479318e-11
17,"article",3.614424544482e-11
18,"article",4.85034059213906e-10
19,"article",8.8756165631804e-11
20,"article",3.78472039918996e-10
21,"article",3.64731745640143e-09
22,"article",4.21107711332609e-09
23,"article",3.4037379313495e-09
24,"article",5.4559319053654e-10
25,"article",9.29786962044871e-10
26,"article",9.5838718707465e-12
27,"article",1.97325228409166e-09
28,"article",7.10933875498732e-06
29,"article",0.00300593135249674
30,"article",1.30069080421655e-09
1,"assad",5.75416272213633e-09
2,"assad",1.16562470445442e-09
3,"assad",1.73995486722524e-07
4,"assad",1.12851166850246e-08
5,"assad",1.36056046420632e-08
6,"assad",8.93798916036333e-08
7,"assad",3.82243921572795e-09
8,"assad",1.46954213828113e-09
9,"assad",1.34722628228213e-08
10,"assad",1.98075340238528e-08
11,"assad",4.30251568833774e-08
12,"assad",1.85829961192895e-08
13,"assad",3.77130340227923e-09
14,"assad",0.0321079898662634
15,"assad",3.90277496766489e-09
16,"assad",6.26195509198202e-09
17,"assad",4.7434424469267e-08
18,"assad",1.1965483420314e-08
19,"assad",9.3580318586555e-08
20,"assad",1.91895868286422e-07
21,"assad",2.87866105213744e-09
22,"assad",2.83905007198506e-08
23,"assad",1.70111520117061e-08
24,"assad",1.02245542293473e-08
25,"assad",4.77337462731493e-10
26,"assad",5.81202936215256e-09
27,"assad",1.15719124278287e-07
28,"assad",4.54194836048351e-10
29,"assad",8.05240975893689e-08
30,"assad",3.86015397381905e-09
1,"assault",2.63798154080003e-07
2,"assault",5.5257627933613e-05
3,"assault",8.76939467185873e-06
4,"assault",6.17436565709729e-06
5,"assault",3.45091837125733e-05
6,"assault",5.40828046061294e-06
7,"assault",4.24253445198811e-07
8,"assault",2.38852672429395e-06
9,"assault",3.86338970767288e-07
10,"assault",4.23142527072551e-05
11,"assault",5.24245166016528e-06
12,"assault",2.35312852670928e-06
13,"assault",5.95870635254748e-06
14,"assault",4.67796702284286e-05
15,"assault",1.57706622219312e-05
16,"assault",0.000252549198001257
17,"assault",2.29890678038554e-06
18,"assault",1.47859332770812e-05
19,"assault",4.36249415135224e-05
20,"assault",1.23795580529376e-05
21,"assault",3.24605001491397e-07
22,"assault",6.03912605790202e-06
23,"assault",0.000320035573900387
24,"assault",2.19487697061801e-05
25,"assault",3.46824464748682e-08
26,"assault",6.16375613279802e-06
27,"assault",4.45804897619966e-06
28,"assault",6.4351496967599e-07
29,"assault",7.94869650068267e-06
30,"assault",7.88538360601151e-05
